사용일자,노선명,역ID,역명,승차총승객수,하차총승객수,등록일자
20180601,경부선,1716,병점,20532,19798,20180604
20180601,경부선,1715,세류,4855,4547,20180604
20180601,경부선,1714,독산,19931,20756,20180604
20180601,경부선,1713,수원,53823,57988,20180604
20180601,경부선,1712,화서,10260,10196,20180604
20180601,경부선,1711,성균관대,20696,19344,20180604
20180601,경부선,1710,의왕,11482,10676,20180604
20180601,경부선,1709,군포,9015,8811,20180604
20180601,경부선,1708,금정,33462,33543,20180604
20180601,경부선,1707,명학,12599,12390,20180604
20180601,경부선,1706,안양,34044,34589,20180604
20180601,경부선,1705,관악,10206,9321,20180604
20180601,경부선,1704,석수,14272,12356,20180604
20180601,경부선,1703,금천구청,13662,13119,20180604
20180601,경부선,1702,가산디지털단지,20330,23821,20180604
20180601,경부선,1701,구로,24780,26320,20180604
20180601,경부선,1032,신길,12134,9846,20180604
20180601,경부선,1007,신도림,4727,4813,20180604
20180601,경부선,1006,영등포,53543,57193,20180604
20180601,경부선,1005,대방,18483,18405,20180604
20180601,경부선,1004,노량진,15577,14781,20180604
20180601,경부선,1003,용산,48134,48418,20180604
20180601,경부선,1002,남영,14244,15165,20180604
20180601,경부선,1001,서울,8534,1347,20180604
20180601,4호선,434,남태령,4885,1406,20180604
20180601,4호선,433,사당,34230,30551,20180604
20180601,4호선,432,총신대입구(이수),26209,29781,20180604
20180601,4호선,431,동작(현충원),3092,3367,20180604
20180601,4호선,430,이촌(국립중앙박물관),10565,11894,20180604
20180601,4호선,429,신용산,19238,19932,20180604
20180601,4호선,428,삼각지,5773,6737,20180604
20180601,4호선,427,숙대입구(갈월),21216,20877,20180604
20180601,4호선,426,서울,16488,26587,20180604
20180601,4호선,425,회현(남대문시장),36968,39333,20180604
20180601,4호선,424,명동,42143,45622,20180604
20180601,4호선,423,충무로,40356,41129,20180604
20180601,4호선,422,동대문역사문화공원,26154,24112,20180604
20180601,4호선,421,동대문,30179,30499,20180604
20180601,4호선,420,혜화,47888,49632,20180604
20180601,4호선,419,한성대입구(삼선교),21304,20004,20180604
20180601,4호선,418,성신여대입구(돈암),30590,29324,20180604
20180601,중앙선,1216,오빈,346,353,20180604
20180601,중앙선,1217,양평,3730,3893,20180604
20180601,중앙선,1218,원덕,475,497,20180604
20180601,중앙선,1219,용문,2731,2976,20180604
20180601,중앙선,1220,지평,70,64,20180604
20180601,장항선,1401,봉명,1642,1678,20180604
20180601,장항선,1402,쌍용(나사렛대),3607,2858,20180604
20180601,장항선,1403,아산,4130,3510,20180604
20180601,장항선,1405,배방,1278,1172,20180604
20180601,장항선,1407,온양온천,4939,5267,20180604
20180601,장항선,1408,신창(순천향대),4540,2530,20180604
20180601,경의선,1251,서울,3700,5288,20180604
20180601,경의선,1252,신촌,1030,1445,20180604
20180601,경의선,1261,효창공원앞,3149,3350,20180604
20180601,경의선,1262,공덕,3846,3417,20180604
20180601,경의선,1263,서강대,2647,2682,20180604
20180601,경의선,1264,홍대입구,2034,2550,20180604
20180601,경의선,1265,가좌,6196,5570,20180604
20180601,경의선,1266,디지털미디어시티,2568,2401,20180604
20180601,경의선,1267,수색,2920,2852,20180604
20180601,경의선,1268,화전,3614,3168,20180604
20180601,경의선,1269,강매,3450,2956,20180604
20180601,경의선,1270,행신,9661,9301,20180604
20180601,경의선,1271,능곡,4506,4053,20180604
20180601,경의선,1272,곡산,688,689,20180604
20180601,경의선,1273,백마,8238,7697,20180604
20180601,경의선,1274,풍산,5797,5273,20180604
20180601,경의선,1275,일산,11571,11630,20180604
20180601,경의선,1276,탄현,8800,8514,20180604
20180601,경의선,1277,야당,5588,5185,20180604
20180601,경의선,1278,운정,6734,6334,20180604
20180601,경의선,1279,금릉,5748,5862,20180604
20180601,경의선,1280,금촌,8756,8456,20180604
20180601,경의선,1282,월롱,3607,2884,20180604
20180601,경의선,1283,파주,2586,1642,20180604
20180601,경의선,1284,문산,7387,7152,20180604
20180601,경의선,1291,서울,1,0,20180604
20180601,경의선,1295,김포공항,2,0,20180604
20180601,경의선,1297,검암,1,0,20180604
20180601,경춘선,1311,신내,932,1011,20180604
20180601,경춘선,1312,갈매,2781,2492,20180604
20180601,경춘선,1313,별내,2955,2899,20180604
20180601,경춘선,1314,퇴계원,4251,3911,20180604
20180601,경춘선,1315,사릉,4412,4253,20180604
20180601,경춘선,1316,금곡,1837,1840,20180604
20180601,경춘선,1317,평내호평,7098,7024,20180604
20180601,경춘선,1318,천마산,1861,1653,20180604
20180601,경춘선,1319,마석,4562,4654,20180604
20180601,경춘선,1320,대성리,913,1243,20180604
20180601,경춘선,1321,청평,2213,2420,20180604
20180601,경춘선,1322,상천,369,357,20180604
20180601,경춘선,1323,가평,2223,2613,20180604
20180601,경춘선,1324,굴봉산,182,227,20180604
20180601,경춘선,1325,백양리,193,158,20180604
20180601,경춘선,1326,강촌,628,650,20180604
20180601,경춘선,1327,김유정,422,491,20180604
20180601,경춘선,1328,남춘천,4252,3348,20180604
20180601,경춘선,1329,춘천,3055,2043,20180604
20180601,수인선,1878,달월,143,104,20180604
20180601,수인선,1879,월곶,3224,3050,20180604
20180601,수인선,1880,소래포구,6509,6147,20180604
20180601,수인선,1881,인천논현,7469,7730,20180604
20180601,수인선,1882,호구포,4426,4382,20180604
20180601,수인선,1883,남동인더스파크,2494,2782,20180604
20180601,수인선,1884,원인재,5724,5894,20180604
20180601,수인선,1885,연수,6295,6217,20180604
20180601,수인선,1886,송도,3636,3456,20180604
20180601,수인선,1888,인하대,8037,7417,20180604
20180601,수인선,1889,숭의,4267,3934,20180604
20180601,수인선,1890,신포,2403,2465,20180604
20180601,6호선,2634,약수,4581,4608,20180604
20180601,6호선,2635,청구,4662,5089,20180604
20180601,6호선,2636,신당,10867,10576,20180604
20180601,6호선,2637,동묘앞,10409,11095,20180604
20180601,6호선,2638,창신,4541,3718,20180604
20180601,6호선,2639,보문,9358,8152,20180604
20180601,6호선,2640,안암(고대병원앞),17644,16973,20180604
20180601,6호선,2641,고려대(종암),11388,10900,20180604
20180601,6호선,2642,월곡(동덕여대),15957,14881,20180604
20180601,6호선,2643,상월곡(한국과학기술연구원),7884,7228,20180604
20180601,6호선,2644,돌곶이,10677,9648,20180604
20180601,6호선,2645,석계,15888,15781,20180604
20180601,6호선,2646,태릉입구,6859,8249,20180604
20180601,6호선,2647,화랑대(서울여대입구),16389,11937,20180604
20180601,6호선,2648,봉화산(서울의료원),11762,10654,20180604
20180601,7호선,2711,장암,3085,1167,20180604
20180601,7호선,2712,도봉산,11312,13316,20180604
20180601,7호선,2713,수락산,15858,15047,20180604
20180601,7호선,2714,마들,14740,13369,20180604
20180601,7호선,2715,노원,24553,27277,20180604
20180601,7호선,2716,중계,18877,17074,20180604
20180601,7호선,2717,하계,23792,22007,20180604
20180601,7호선,2718,공릉(서울과학기술대),16198,15613,20180604
20180601,7호선,2719,태릉입구,11425,10430,20180604
20180601,7호선,2720,먹골,12668,12061,20180604
20180601,7호선,2721,중화,13907,13052,20180604
20180601,7호선,2722,상봉(시외버스터미널),20299,19547,20180604
20180601,7호선,2723,면목,20395,19574,20180604
20180601,7호선,2724,사가정,18937,18795,20180604
20180601,7호선,2725,용마산,7646,7063,20180604
20180601,7호선,2726,중곡,12245,11180,20180604
20180601,7호선,2727,군자(능동),17277,12678,20180604
20180601,7호선,2728,어린이대공원(세종대),20256,20144,20180604
20180601,7호선,2729,건대입구,18416,19858,20180604
20180601,7호선,2730,뚝섬유원지,12667,12159,20180604
20180601,7호선,2731,청담,24169,28487,20180604
20180601,7호선,2732,강남구청,17852,20196,20180604
20180601,7호선,2733,학동,26162,29289,20180604
20180601,7호선,2734,논현,23989,26748,20180604
20180601,7호선,2735,반포,7961,7734,20180604
20180601,7호선,2736,고속터미널,25737,21575,20180604
20180601,7호선,2737,내방,17328,18023,20180604
20180601,7호선,2738,이수,20242,20293,20180604
20180601,7호선,2739,남성,14619,13024,20180604
20180601,7호선,2740,숭실대입구(살피재),21598,20609,20180604
20180601,7호선,2741,상도,14349,13724,20180604
20180601,7호선,2742,장승배기,13270,12774,20180604
20180601,7호선,2743,신대방삼거리,19975,18563,20180604
20180601,7호선,2744,보라매,11270,11195,20180604
20180601,7호선,2745,신풍,13390,12745,20180604
20180601,7호선,2746,대림(구로구청),10578,10884,20180604
20180601,7호선,2747,남구로,19262,20640,20180604
20180601,7호선,2748,가산디지털단지,49502,50361,20180604
20180601,7호선,2749,철산,28456,29784,20180604
20180601,7호선,2750,광명사거리,31245,30580,20180604
20180601,7호선,2751,천왕,10609,9794,20180604
20180601,7호선,2752,온수(성공회대입구),13981,13399,20180604
20180601,7호선,2753,까치울,9199,8742,20180604
20180601,7호선,2754,부천종합운동장,6475,5387,20180604
20180601,7호선,2755,춘의,11289,11247,20180604
20180601,7호선,2756,신중동,17951,18203,20180604
20180601,7호선,2757,부천시청,15079,15301,20180604
20180601,7호선,2758,상동,16625,17544,20180604
20180601,7호선,2759,삼산체육관,7024,6106,20180604
20180601,7호선,2760,굴포천,11105,11809,20180604
20180601,7호선,2761,부평구청,14514,11336,20180604
20180601,8호선,2811,암사,22061,19132,20180604
20180601,8호선,2812,천호(풍납토성),21867,25154,20180604
20180601,8호선,2813,ㄹ,13415,13547,20180604
20180601,8호선,2814,몽촌토성(평화의문),9091,9669,20180604
20180601,8호선,2815,잠실(송파구청),15636,18873,20180604
20180601,8호선,2816,석촌,10878,11365,20180604
20180601,8호선,2817,송파,6876,6849,20180604
20180601,8호선,2818,가락시장,8840,10331,20180604
20180601,8호선,2819,문정,21806,22599,20180604
20180601,8호선,2820,장지,22086,21304,20180604
20180601,8호선,2821,복정,14963,11817,20180604
20180601,8호선,2822,산성,7111,6640,20180604
20180601,8호선,2823,남한산성입구(성남법원.검찰청),18462,16649,20180604
20180601,8호선,2824,단대오거리,14120,12752,20180604
20180601,8호선,2825,신흥,5448,5821,20180604
20180601,8호선,2826,수진,6102,5657,20180604
20180601,8호선,2827,모란,5220,4048,20180604
20180601,9호선,4101,개화,8692,5846,20180604
20180601,4호선,411,노원,25918,29892,20180604
20180601,4호선,412,창동,34426,37195,20180604
20180601,4호선,413,쌍문,39342,34689,20180604
20180601,4호선,414,수유(강북구청),46584,45962,20180604
20180601,4호선,415,미아(서울사이버대학),20961,19053,20180604
20180601,수인선,1891,인천,1256,2148,20180604
20180601,경강선,1501,판교,3987,4064,20180604
20180601,경강선,1502,이매,1750,1316,20180604
20180601,경강선,1503,삼동,2544,1973,20180604
20180601,경강선,1504,경기광주,7705,7397,20180604
20180601,경강선,1505,초월,2980,2692,20180604
20180601,경강선,1506,곤지암,2420,2256,20180604
20180601,경강선,1507,신둔도예촌,1800,1376,20180604
20180601,경강선,1508,이천,2958,3079,20180604
20180601,경강선,1509,부발,2288,1697,20180604
20180601,경강선,1510,세종대왕릉,310,299,20180604
20180601,경강선,1511,여주,3040,2678,20180604
20180601,5호선,2511,방화,8851,8508,20180604
20180601,5호선,2512,개화산,6967,6486,20180604
20180601,5호선,2513,김포공항,9984,7566,20180604
20180601,5호선,2514,송정,11286,10686,20180604
20180601,5호선,2515,마곡,9710,8453,20180604
20180601,5호선,2516,발산,20812,20513,20180604
20180601,5호선,2517,우장산,19366,18766,20180604
20180601,5호선,2518,화곡,35750,32488,20180604
20180601,5호선,2519,까치산,35761,33593,20180604
20180601,5호선,2520,신정(은행정),17957,13744,20180604
20180601,5호선,2521,목동,22110,23608,20180604
20180601,5호선,2522,오목교(목동운동장앞),28849,32088,20180604
20180601,5호선,2523,양평,7986,7802,20180604
20180601,5호선,2524,영등포구청,4463,4520,20180604
20180601,5호선,2525,영등포시장,10997,11633,20180604
20180601,5호선,2526,신길,4159,4720,20180604
20180601,5호선,2527,여의도,28956,31962,20180604
20180601,5호선,2528,여의나루,17344,18231,20180604
20180601,5호선,2529,마포,17014,17681,20180604
20180601,5호선,2530,공덕,17147,18524,20180604
20180601,5호선,2531,애오개,8826,8699,20180604
20180601,5호선,2532,충정로(경기대입구),5664,5561,20180604
20180601,5호선,2533,서대문,23027,23343,20180604
20180601,5호선,2534,광화문(세종문화회관),40794,43355,20180604
20180601,5호선,2535,종로3가,17304,17010,20180604
20180601,5호선,2536,을지로4가,6166,6966,20180604
20180601,5호선,2537,동대문역사문화공원,3464,4369,20180604
20180601,5호선,2538,청구,5114,4463,20180604
20180601,5호선,2539,신금호,7820,7467,20180604
20180601,5호선,2540,행당,10278,8866,20180604
20180601,5호선,2541,왕십리(성동구청),5751,6979,20180604
20180601,5호선,2542,마장,7400,7050,20180604
20180601,5호선,2543,답십리,19361,17707,20180604
20180601,5호선,2544,장한평,22625,22522,20180604
20180601,5호선,2545,군자(능동),13356,14765,20180604
20180601,5호선,2546,아차산(어린이대공원후문),17965,16930,20180604
20180601,5호선,2547,광나루(장신대),17395,15392,20180604
20180601,5호선,2548,천호(풍납토성),23932,25384,20180604
20180601,5호선,2549,강동,23810,20322,20180604
20180601,5호선,2550,길동,9112,9606,20180604
20180601,5호선,2551,굽은다리(강동구민회관앞),11345,10655,20180604
20180601,5호선,2552,명일,10137,10377,20180604
20180601,5호선,2553,고덕,12356,11778,20180604
20180601,5호선,2554,상일동,15297,12198,20180604
20180601,5호선,2555,둔촌동,11854,12048,20180604
20180601,5호선,2556,올림픽공원(한국체대),7167,6559,20180604
20180601,5호선,2557,방이,8612,8702,20180604
20180601,5호선,2558,오금,4642,4659,20180604
20180601,5호선,2559,개롱,8165,7998,20180604
20180601,5호선,2560,거여,8447,7927,20180604
20180601,5호선,2561,마천,6153,6038,20180604
20180601,6호선,2611,응암,21270,20561,20180604
20180601,6호선,2612,역촌,4662,5351,20180604
20180601,6호선,2613,불광,6253,6223,20180604
20180601,6호선,2614,독바위,3503,3589,20180604
20180601,6호선,2615,연신내,1,0,20180604
20180601,6호선,2616,구산,9903,7158,20180604
20180601,6호선,2617,새절(신사),17099,15767,20180604
20180601,6호선,2618,증산(명지대앞),12474,11695,20180604
20180601,6호선,2619,디지털미디어시티,16622,18043,20180604
20180601,6호선,2620,월드컵경기장(성산),5917,6378,20180604
20180601,6호선,2621,마포구청,17016,15057,20180604
20180601,6호선,2622,망원,16137,17401,20180604
20180601,6호선,2623,합정,17893,16591,20180604
20180601,6호선,2624,상수,12572,15469,20180604
20180601,6호선,2625,광흥창(서강),11388,11024,20180604
20180601,6호선,2626,대흥(서강대앞),11088,11641,20180604
20180601,6호선,2627,공덕,22754,22348,20180604
20180601,6호선,2628,효창공원앞,8998,8398,20180604
20180601,6호선,2629,삼각지,8515,6681,20180604
20180601,6호선,2630,녹사평(용산구청),8644,9148,20180604
20180601,6호선,2631,이태원,19085,26048,20180604
20180601,6호선,2632,한강진,9198,11424,20180604
20180601,6호선,2633,버티고개,3076,2759,20180604
20180601,우이신설선,4713,신설동,1899,2119,20180604
20180601,우이신설선,4712,보문,1749,1743,20180604
20180601,우이신설선,4711,성신여대입구(돈암),4650,4866,20180604
20180601,우이신설선,4710,정릉,4957,4349,20180604
20180601,우이신설선,4709,북한산보국문,6576,5956,20180604
20180601,우이신설선,4708,솔샘,6303,5709,20180604
20180601,우이신설선,4707,삼양사거리,2650,2759,20180604
20180601,우이신설선,4706,삼양,2186,2451,20180604
20180601,우이신설선,4705,화계,3541,3394,20180604
20180601,우이신설선,4704,가오리,4511,4417,20180604
20180601,우이신설선,4703,4.19민주묘지,4013,3884,20180604
20180601,우이신설선,4702,솔밭공원,2709,2639,20180604
20180601,우이신설선,4701,북한산우이,3023,2720,20180604
20180601,9호선2단계,4130,종합운동장,7826,6442,20180604
20180601,9호선2단계,4129,봉은사,17307,16573,20180604
20180601,9호선2단계,4128,삼성중앙,6598,6612,20180604
20180601,9호선2단계,4127,선정릉,8811,8876,20180604
20180601,9호선2단계,4126,언주,10086,10002,20180604
20180601,공항철도 1호선,4217,영종,2393,2446,20180604
20180601,공항철도 1호선,4215,인천공항2터미널,5538,4727,20180604
20180601,공항철도 1호선,4213,인천공항1터미널,16226,15294,20180604
20180601,공항철도 1호선,4212,공항화물청사,2785,3121,20180604
20180601,공항철도 1호선,4211,운서,7074,6967,20180604
20180601,공항철도 1호선,4210,청라국제도시,7020,6640,20180604
20180601,공항철도 1호선,4209,검암,10203,10276,20180604
20180601,공항철도 1호선,4208,계양,12986,11877,20180604
20180601,공항철도 1호선,4207,김포공항,12701,7733,20180604
20180601,공항철도 1호선,4204,디지털미디어시티,15126,12895,20180604
20180601,공항철도 1호선,4203,홍대입구,11288,12062,20180604
20180601,공항철도 1호선,4202,공덕,2374,3012,20180604
20180601,공항철도 1호선,4201,서울,13477,11338,20180604
20180601,9호선,4125,신논현,35177,36829,20180604
20180601,9호선,4124,사평,3390,3170,20180604
20180601,9호선,4123,고속터미널,16488,25182,20180604
20180601,9호선,4122,신반포,4216,4226,20180604
20180601,9호선,4121,구반포,3415,3702,20180604
20180601,9호선,4120,동작(현충원),2687,2273,20180604
20180601,9호선,4119,흑석(중앙대입구),12378,12527,20180604
20180601,9호선,4118,노들,5562,4665,20180604
20180601,9호선,4117,노량진,32508,32941,20180604
20180601,9호선,4116,샛강,6244,6585,20180604
20180601,9호선,4115,여의도,24858,23984,20180604
20180601,9호선,4114,국회의사당,20771,20943,20180604
20180601,9호선,4113,당산,21786,20263,20180604
20180601,9호선,4112,선유도,8948,8753,20180604
20180601,9호선,4111,신목동,5008,4553,20180604
20180601,9호선,4110,염창,19378,18687,20180604
20180601,9호선,4109,등촌,12471,12392,20180604
20180601,9호선,4108,증미,8608,8676,20180604
20180601,9호선,4107,가양,24452,23268,20180604
20180601,9호선,4106,양천향교,10107,9822,20180604
20180601,9호선,4105,마곡나루,9191,8354,20180604
20180601,9호선,4104,신방화,9892,9501,20180604
20180601,9호선,4103,공항시장,3351,3621,20180604
20180601,9호선,4102,김포공항,11203,13371,20180604
20180601,일산선,1956,정발산,10069,11241,20180604
20180601,분당선,1847,서울숲,9423,9453,20180604
20180601,분당선,1846,수원,11365,7552,20180604
20180601,분당선,1031,복정,1,0,20180604
20180601,분당선,1030,수서,17693,18241,20180604
20180601,분당선,1028,대모산입구,3756,3420,20180604
20180601,분당선,1027,개포동,3773,3896,20180604
20180601,분당선,1026,구룡,2698,2485,20180604
20180601,분당선,1025,도곡,8393,8417,20180604
20180601,분당선,1024,한티,17144,18198,20180604
20180601,분당선,1023,선릉,10429,21942,20180604
20180601,과천선,1457,범계,35217,35313,20180604
20180601,과천선,1456,평촌,21125,20738,20180604
20180601,과천선,1455,인덕원,32355,31381,20180604
20180601,과천선,1454,정부과천청사,13188,12230,20180604
20180601,과천선,1453,과천,5938,4769,20180604
20180601,과천선,1452,대공원,10916,10975,20180604
20180601,과천선,1451,경마공원,7822,7947,20180604
20180601,과천선,1450,선바위,12114,9224,20180604
20180601,안산선,1763,수리산,5564,4242,20180604
20180601,안산선,1762,오이도,11990,11973,20180604
20180601,안산선,1761,정왕,12255,11678,20180604
20180601,안산선,1760,신길온천,2078,1882,20180604
20180601,안산선,1759,안산,18188,16423,20180604
20180601,안산선,1758,초지,6192,6146,20180604
20180601,안산선,1757,고잔,11022,10554,20180604
20180601,4호선,417,길음,29313,27749,20180604
20180601,4호선,416,미아사거리,35333,33666,20180604
20180601,2호선,234,신도림,69709,68258,20180604
20180601,2호선,235,문래,23585,23935,20180604
20180601,2호선,236,영등포구청,26332,26670,20180604
20180601,2호선,237,당산,26560,29337,20180604
20180601,2호선,238,합정,38753,43231,20180604
20180601,2호선,239,홍대입구,85160,98335,20180604
20180601,2호선,240,신촌,56621,59112,20180604
20180601,2호선,241,이대,25442,26860,20180604
20180601,2호선,242,아현,13268,12512,20180604
20180601,2호선,243,충정로(경기대입구),13529,14424,20180604
20180601,2호선,244,용답,3251,3275,20180604
20180601,2호선,245,신답,1682,1830,20180604
20180601,1호선,150,서울,63949,62430,20180604
20180601,1호선,151,시청,29680,30018,20180604
20180601,2호선,246,신설동,4834,4761,20180604
20180601,2호선,247,도림천,1413,1568,20180604
20180601,2호선,248,양천구청,8477,9019,20180604
20180601,2호선,249,신정네거리,11494,11785,20180604
20180601,2호선,250,용두(동대문구청),2779,2868,20180604
20180601,3호선,309,지축,1604,1804,20180604
20180601,3호선,310,구파발,24320,22201,20180604
20180601,3호선,311,연신내,49687,47638,20180604
20180601,3호선,312,불광,22572,24037,20180604
20180601,3호선,313,녹번,16034,13848,20180604
20180601,3호선,314,홍제,23442,22107,20180604
20180601,3호선,315,무악재,4819,4804,20180604
20180601,3호선,316,독립문,9916,9943,20180604
20180601,안산선,1756,중앙,20438,22379,20180604
20180601,안산선,1755,한대앞,11720,11201,20180604
20180601,안산선,1754,상록수,25114,24319,20180604
20180601,안산선,1753,반월,5721,5246,20180604
20180601,안산선,1752,대야미,5603,4704,20180604
20180601,안산선,1751,산본,21797,24025,20180604
20180601,경원선,1916,소요산,4520,3777,20180604
20180601,경원선,1915,동두천,2861,3289,20180604
20180601,경원선,1914,보산,2241,1889,20180604
20180601,경원선,1913,동두천중앙,4244,4119,20180604
20180601,경원선,1912,지행,8590,8423,20180604
20180601,경원선,1911,덕정,8799,8161,20180604
20180601,경원선,1910,덕계,2509,2250,20180604
20180601,경원선,1909,양주,10961,9618,20180604
20180601,경원선,1908,녹양,5916,5587,20180604
20180601,경원선,1907,가능,8771,8392,20180604
20180601,경원선,1906,의정부,23432,25029,20180604
20180601,경원선,1905,회룡,14911,14452,20180604
20180601,경원선,1904,망월사,10323,9953,20180604
20180601,경원선,1903,도봉산,9506,5819,20180604
20180601,경원선,1902,도봉,7494,7214,20180604
20180601,경원선,1901,방학,12001,11427,20180604
20180601,경원선,1022,창동,1,0,20180604
20180601,경원선,1021,녹천,6102,4886,20180604
20180601,경원선,1020,월계,8674,7784,20180604
20180601,경원선,1019,광운대,12083,11270,20180604
20180601,경원선,1018,석계,11966,13062,20180604
20180601,경원선,1017,신이문,11368,9896,20180604
20180601,경원선,1016,외대앞,15354,14468,20180604
20180601,중앙선,1215,아신,1019,876,20180604
20180601,중앙선,1214,국수,983,932,20180604
20180601,중앙선,1213,신원,267,213,20180604
20180601,중앙선,1212,양수,2290,2342,20180604
20180601,중앙선,1211,운길산,902,845,20180604
20180601,중앙선,1210,팔당,933,943,20180604
20180601,중앙선,1209,도심,3330,2639,20180604
20180601,중앙선,1208,덕소,8020,7967,20180604
20180601,중앙선,1207,양정,986,892,20180604
20180601,중앙선,1206,도농,11130,9922,20180604
20180601,중앙선,1205,구리,16197,16964,20180604
20180601,중앙선,1204,양원,2240,2323,20180604
20180601,중앙선,1203,망우,9453,9518,20180604
20180601,중앙선,1202,상봉(시외버스터미널),6923,6733,20180604
20180601,중앙선,1201,중랑,6876,6507,20180604
20180601,중앙선,1015,회기,35373,32877,20180604
20180601,일산선,1958,대화,17686,13530,20180604
20180601,일산선,1957,주엽,11734,12154,20180604
20180601,분당선,1848,압구정로데오,18443,21366,20180604
20180601,분당선,1849,강남구청,10863,12522,20180604
20180601,분당선,1850,선정릉,9470,10853,20180604
20180601,분당선,1851,가천대,13274,13911,20180604
20180601,분당선,1852,태평,16831,16375,20180604
20180601,분당선,1853,모란,26168,26328,20180604
20180601,분당선,1854,야탑,34588,36212,20180604
20180601,분당선,1855,서현,33631,34720,20180604
20180601,분당선,1856,수내,16841,17083,20180604
20180601,분당선,1857,정자,20030,21574,20180604
20180601,분당선,1858,미금,20394,21666,20180604
20180601,분당선,1859,오리,15807,13232,20180604
20180601,분당선,1860,이매,7025,6836,20180604
20180601,분당선,1861,보정,3485,2725,20180604
20180601,분당선,1862,죽전,19804,21467,20180604
20180601,분당선,1863,구성,6104,6017,20180604
20180601,분당선,1864,신갈,5780,5514,20180604
20180601,분당선,1865,기흥,10942,10432,20180604
20180601,분당선,1866,상갈,6572,6037,20180604
20180601,분당선,1867,청명,5718,4891,20180604
20180601,분당선,1868,영통,11996,12128,20180604
20180601,분당선,1869,망포,17353,15243,20180604
20180601,분당선,1870,매탄권선,6054,5408,20180604
20180601,분당선,1871,수원시청,13109,16606,20180604
20180601,분당선,1872,매교,3401,3467,20180604
20180601,일산선,1948,원흥,10340,8947,20180604
20180601,일산선,1950,삼송,18678,17837,20180604
20180601,일산선,1951,원당,14486,13820,20180604
20180601,일산선,1952,화정,22494,23717,20180604
20180601,일산선,1953,대곡,2063,1589,20180604
20180601,일산선,1954,백석,13675,13541,20180604
20180601,일산선,1955,마두,9951,10340,20180604
20180601,2호선,207,상왕십리,17388,16214,20180604
20180601,2호선,208,왕십리(성동구청),23646,18890,20180604
20180601,2호선,209,한양대,15459,17853,20180604
20180601,2호선,210,뚝섬,21157,22744,20180604
20180601,2호선,211,성수,35655,38798,20180604
20180601,2호선,212,건대입구,51519,58849,20180604
20180601,2호선,213,구의(광진구청),28411,27298,20180604
20180601,2호선,214,강변(동서울터미널),55839,52662,20180604
20180601,2호선,215,잠실나루,22197,21069,20180604
20180601,2호선,216,잠실(송파구청),99901,95677,20180604
20180601,2호선,217,잠실새내,32599,33444,20180604
20180601,2호선,218,종합운동장,17490,20198,20180604
20180601,2호선,219,삼성(무역센터),71152,73035,20180604
20180601,2호선,220,선릉,68866,59328,20180604
20180601,2호선,221,역삼,56412,64128,20180604
20180601,2호선,222,강남,117886,121195,20180604
20180601,2호선,223,교대(법원.검찰청),45501,51482,20180604
20180601,2호선,224,서초,26712,27057,20180604
20180601,2호선,225,방배,25870,26436,20180604
20180601,2호선,226,사당,47723,57477,20180604
20180601,2호선,227,낙성대,36016,33378,20180604
20180601,2호선,228,서울대입구(관악구청),63315,59992,20180604
20180601,2호선,229,봉천,28075,25330,20180604
20180601,2호선,230,신림,81421,79680,20180604
20180601,2호선,231,신대방,33761,31466,20180604
20180601,2호선,232,구로디지털단지,75996,76132,20180604
20180601,2호선,233,대림(구로구청),33473,34373,20180604
20180601,2호선,206,신당,18009,18160,20180604
20180601,2호선,205,동대문역사문화공원,20872,24388,20180604
20180601,2호선,204,을지로4가,15109,14989,20180604
20180601,2호선,203,을지로3가,26831,26745,20180604
20180601,2호선,202,을지로입구,58879,58915,20180604
20180601,2호선,201,시청,30991,31822,20180604
20180601,1호선,159,동묘앞,9975,10184,20180604
20180601,1호선,158,청량리(서울시립대입구),29856,30970,20180604
20180601,1호선,157,제기동,22576,22697,20180604
20180601,1호선,156,신설동,19259,18556,20180604
20180601,1호선,155,동대문,16198,17825,20180604
20180601,1호선,154,종로5가,29190,29712,20180604
20180601,1호선,153,종로3가,38086,35050,20180604
20180601,1호선,152,종각,51525,50842,20180604
20180601,경원선,1014,청량리(서울시립대입구),18278,20546,20180604
20180601,경원선,1013,왕십리(성동구청),19976,21366,20180604
20180601,경원선,1012,응봉,2227,2057,20180604
20180601,경원선,1011,옥수,68,36,20180604
20180601,경원선,1010,한남,5297,5090,20180604
20180601,경원선,1009,서빙고,2380,2275,20180604
20180601,경원선,1008,이촌(국립중앙박물관),5341,4058,20180604
20180601,경인선,1823,도화,5154,4617,20180604
20180601,경인선,1822,중동,11724,11012,20180604
20180601,경인선,1821,온수(성공회대입구),8979,8571,20180604
20180601,경인선,1817,도원,5021,5016,20180604
20180601,경인선,1816,간석,7946,7417,20180604
20180601,경인선,1815,부개,11793,10672,20180604
20180601,경인선,1814,소사,16377,15509,20180604
20180601,경인선,1813,구일,20402,27152,20180604
20180601,경인선,1812,인천,5568,4500,20180604
20180601,경인선,1811,동인천,20886,19739,20180604
20180601,경인선,1810,제물포,14213,13265,20180604
20180601,경인선,1809,주안,29367,27232,20180604
20180601,경인선,1808,동암,22057,21998,20180604
20180601,경인선,1807,백운,10790,10432,20180604
20180601,경인선,1806,부평,42065,48846,20180604
20180601,경인선,1805,송내,39775,39002,20180604
20180601,경인선,1804,부천,47655,48521,20180604
20180601,경인선,1803,역곡,39167,37473,20180604
